issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,duplicate_findings,fetch_error,page_title
39,All UK Councils 1/2 (200),https://www.aberdeencity.gov.uk/,https://aberdeencity.gov.uk/,200,true,true,16240,true,137,15,2,55,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r14;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66,,true,12,4,0,77,landmark-one-main;page-has-heading-one;region;skip-link,,true,206,11,11,0,7,0,aria_content_in_landmark;element_attribute_deprecated;element_tabbable_visible;html_skipnav_exists;skip_main_exists;style_background_decorative;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;svg_graphics_labelled,,true,88,4,4,0,0,0,landmarks/landmark-main;navigable/bypass;navigable/page-has-heading-one;navigable/skip-link,,8,,Aberdeen City Council
39,All UK Councils 1/2 (200),https://www.aberdeenshire.gov.uk/,https://www.aberdeenshire.gov.uk/,200,true,false,12911,true,873,57,20,46,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r78;https://alfa.siteimprove.com/rules/sia-r85;https://alfa.siteimprove.com/rules/sia-r86;https://alfa.siteimprove.com/rules/sia-r87,,true,743,0,17,41,,,true,1788,68,44,24,28,0,aria_content_in_landmark;aria_contentinfo_misuse;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;svg_graphics_labelled;text_block_heading;text_contrast_sufficient,,true,86,6,6,0,0,0,distinguishable/color-contrast;landmarks/landmark-main;landmarks/region,,67,,Home - Aberdeenshire Council
39,All UK Councils 1/2 (200),https://www.adur-worthing.gov.uk/,https://www.adur-worthing.gov.uk/,200,true,false,10066,true,834,34,4,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r69;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r83,,true,605,0,20,42,,,true,1651,22,22,0,15,0,aria_complementary_labelled;aria_content_in_landmark;aria_role_redundant;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,88,4,4,0,0,0,distinguishable/color-contrast;keyboard-accessible/focus-order,,27,,Home - Adur &amp; Worthing Councils
39,All UK Councils 1/2 (200),https://www.ambervalley.gov.uk/,https://www.ambervalley.gov.uk/,200,true,false,11799,true,859,88,1,50,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r83,,true,330,15,5,55,landmark-one-main;page-has-heading-one;region,,true,1672,58,46,12,33,0,aria_child_valid;aria_content_in_landmark;aria_contentinfo_misuse;element_attribute_deprecated;element_tabbable_unobscured;input_label_after;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_sensory_misuse,,true,20,72,72,0,0,0,distinguishable/color-contrast;distinguishable/link-in-text-block;keyboard-accessible/focus-order;landmarks/landmark-main;landmarks/region,,89,,Amber Valley Borough Council
39,All UK Councils 1/2 (200),https://www.angus.gov.uk/,https://www.angus.gov.uk/,403,false,false,13039,true,629,97,0,53,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73,,true,664,4,23,46,region,,true,2495,58,52,6,53,0,aria_complementary_labelled;aria_content_in_landmark;aria_form_label_unique;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,92,0,0,0,0,0,,,95,,403 Forbidden
39,All UK Councils 1/2 (200),https://antrimandnewtownabbey.gov.uk/,https://antrimandnewtownabbey.gov.uk/,200,true,false,14247,true,1048,54,59,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r113;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r78;https://alfa.siteimprove.com/rules/sia-r87,,true,835,1,3,42,heading-order,,true,2662,75,73,2,75,0,aria_content_in_landmark;aria_eventhandler_role_valid;element_attribute_deprecated;element_id_unique;element_tabbable_unobscured;input_checkboxes_grouped;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_contrast_sufficient;text_sensory_misuse,,true,88,4,4,0,0,0,labels-and-names/frame-title;landmarks/region;navigable/heading-order,,41,,Antrim and Newtownabbey Borough Council - Antrim &amp; Newtownabbey Borough Council
39,All UK Councils 1/2 (200),https://www.ardsandnorthdown.gov.uk/,https://www.ardsandnorthdown.gov.uk/,200,true,false,12417,true,707,27,23,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r73;https://alfa.siteimprove.com/rules/sia-r8;https://alfa.siteimprove.com/rules/sia-r87,,true,722,0,12,44,,,true,1969,48,48,0,50,0,aria_content_in_landmark;aria_keyboard_handler_exists;element_tabbable_unobscured;element_tabbable_visible;figure_label_exists;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading,,true,92,0,0,0,0,0,,,13,,Citizen home - Ards and North Down Borough Council
39,All UK Councils 1/2 (200),https://www.argyll-bute.gov.uk/,https://www.argyll-bute.gov.uk/,200,true,false,13488,true,1078,48,19,49,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r2;https://alfa.siteimprove.com/rules/sia-r61;https://alfa.siteimprove.com/rules/sia-r68;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r83,,true,895,2,32,45,image-alt;link-name,,true,3400,26,18,8,18,0,a_text_purpose;aria_child_valid;aria_content_in_landmark;element_attribute_deprecated;element_tabbable_visible;img_alt_valid;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_contrast_sufficient,,true,90,2,2,0,0,0,navigable/link-name;text-alternatives/img-alt,,48,,Welcome to Argyll &amp; Bute Council | Argyll and Bute Council
39,All UK Councils 1/2 (200),https://www.armaghbanbridgecraigavon.gov.uk/,https://www.armaghbanbridgecraigavon.gov.uk/,200,true,false,44842,true,1692,208,14,45,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r13;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r74;https://alfa.siteimprove.com/rules/sia-r78;https://alfa.siteimprove.com/rules/sia-r80;https://alfa.siteimprove.com/rules/sia-r83,,true,959,24,6,56,frame-title;heading-order;landmark-one-main;landmark-unique;region,,true,5655,272,235,37,170,0,aria_complementary_labelled;aria_content_in_landmark;aria_landmark_name_unique;element_attribute_deprecated;element_tabbable_unobscured;frame_title_exists;img_alt_null;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient;text_sensory_misuse;widget_tabbable_exists,,true,85,7,7,0,0,0,labels-and-names/frame-title;landmarks/landmark-main;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,229,,"Armagh City Banbridge Craigavon Borough Council - Armagh City, Banbridge and Craigavon Borough Council"
39,All UK Councils 1/2 (200),https://www.arun.gov.uk/,https://www.arun.gov.uk/,200,true,false,17509,true,1129,37,27,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r12;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,845,10,39,40,aria-allowed-role;aria-command-name;color-contrast;landmark-no-duplicate-banner;landmark-unique;region,,true,3143,136,66,70,123,0,aria_attribute_required;aria_banner_label_unique;aria_banner_single;aria_content_in_landmark;aria_form_label_unique;aria_landmark_name_unique;aria_role_valid;element_attribute_deprecated;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;fieldset_legend_valid;input_label_visible;style_background_decorative;style_color_misuse;style_focus_visible;style_highcontrast_visible;text_block_heading;text_contrast_sufficient;text_sensory_misuse,,true,88,4,4,0,0,0,aria/aria-allowed-role;labels-and-names/aria-command-name;labels-and-names/button-name;landmarks/no-duplicate-banner,,96,,Arun District Council | Arun District Council
