issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,duplicate_findings,fetch_error,page_title
51,California,https://ca.gov/,https://www.ca.gov/,200,true,true,8815,true,922,74,0,52,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r78,,true,642,0,11,44,,,true,2060,25,15,10,18,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_visible;figure_label_exists;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;text_block_heading;text_contrast_sufficient;text_sensory_misuse,,true,92,0,0,0,0,0,,,74,,California State Portal | CA.gov
51,California,https://ca.gov/website-accessibility-certification.html,https://www.ca.gov/website-accessibility-certification.html,200,true,true,6119,true,569,44,0,51,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,392,0,0,44,,,true,1287,12,8,4,10,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_visible;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,41,,Web Accessibility Certification | CA.gov
51,California,https://ca.gov/legal/accessibility/,https://www.ca.gov/legal/accessibility/,200,true,true,6015,true,882,62,0,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,571,0,0,44,,,true,1781,12,9,3,10,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading;text_sensory_misuse,,true,92,0,0,0,0,0,,,58,,Accessibility | CA.gov
51,California,https://ca.gov/services/,https://www.ca.gov/services/,200,true,true,5679,true,778,74,7,50,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r78,,true,570,1,4,44,landmark-unique,,true,1763,17,14,3,10,0,aria_complementary_labelled;aria_landmark_name_unique;element_attribute_deprecated;element_tabbable_visible;style_background_decorative;style_color_misuse;style_focus_visible;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,67,,Services | CA.gov
51,California,https://ca.gov/contact/,https://www.ca.gov/contact/,200,true,true,7599,true,504,44,6,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,377,0,3,44,,,true,1189,11,8,3,9,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_visible;style_background_decorative;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,40,,Contact | CA.gov
51,California,https://ca.gov/support/,https://www.ca.gov/support/,200,true,true,6348,true,781,58,6,48,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,550,0,3,43,,,true,1990,21,16,5,19,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;style_background_decorative;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading;text_sensory_misuse,,true,92,0,0,0,0,0,,,55,,Get help | CA.gov
51,California,https://ca.gov/about/about-this-website/,https://www.ca.gov/about/about-this-website/,200,true,true,5477,true,513,40,0,50,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,375,0,0,44,,,true,1153,10,7,3,8,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_visible;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,36,,About this website | CA.gov
51,California,https://ca.gov/about/sitemap/,https://www.ca.gov/about/sitemap/,200,true,true,5481,true,674,98,6,51,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,534,0,3,45,,,true,1720,11,8,3,9,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_visible;style_background_decorative;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,94,,Sitemap | CA.gov
51,California,https://ca.gov/departments/176/services/52/,https://www.ca.gov/departments/176/services/52/,200,true,true,6142,true,729,78,0,46,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,508,0,0,44,,,true,1738,13,10,3,11,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,73,,Apply for Birth Certificate | CA.gov
51,California,https://ca.gov/departments/193/services/15/,https://www.ca.gov/departments/193/services/15/,200,true,true,5846,true,651,57,0,46,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r66,,true,469,0,0,44,,,true,1567,12,9,3,10,0,aria_complementary_labelled;element_attribute_deprecated;element_tabbable_unobscured;element_tabbable_visible;style_color_misuse;style_highcontrast_visible;style_viewport_resizable;text_block_heading,,true,92,0,0,0,0,0,,,52,,Traffic tickets | CA.gov
