issue_number,scan_title,submitted_url,final_url,http_status,fetch_ok,redirected,elapsed_ms,alfa_executed,alfa_passed,alfa_failed,alfa_cant_tell,alfa_inapplicable,alfa_failed_rules,alfa_error,axe_executed,axe_passed,axe_failed,axe_cant_tell,axe_inapplicable,axe_failed_rules,axe_error,equal_access_executed,equal_access_passed,equal_access_failed,equal_access_failed_unique,equal_access_failed_duplicates,equal_access_cant_tell,equal_access_inapplicable,equal_access_failed_rules,equal_access_error,accesslint_executed,accesslint_passed,accesslint_failed,accesslint_failed_unique,accesslint_failed_duplicates,accesslint_cant_tell,accesslint_inapplicable,accesslint_failed_rules,accesslint_error,qualweb_executed,qualweb_passed,qualweb_failed,qualweb_cant_tell,qualweb_inapplicable,qualweb_failed_rules,qualweb_error,duplicate_findings,fetch_error,page_title
77,Estonia valitsus.ee,https://valitsus.ee/,https://valitsus.ee/,403,false,false,31077,true,1064,33,28,44,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,1238,20,2,45,aria-allowed-attr;heading-order;image-redundant-alt;landmark-unique;link-name;region,,true,4221,236,81,155,154,0,a_text_purpose;aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;element_tabbable_role_valid;element_tabbable_unobscured;frame_src_valid;frame_title_exists;html_lang_exists;html_skipnav_exists;img_alt_redundant;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient;widget_tabbable_exists,,true,64,28,27,1,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;labels-and-names/label-content-mismatch;landmarks/landmark-unique;landmarks/region;navigable/heading-order;navigable/link-name;text-alternatives/image-redundant-alt,,true,542,9,111,2,QW-ACT-R12;QW-ACT-R25;QW-ACT-R30;QW-ACT-R76,,176,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/ru/search?filters%5Btype%5D=%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8&amp;filters%5Bkeyword%5D=,https://valitsus.ee/ru/search?filters%5Btype%5D=%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8&amp;filters%5Bkeyword%5D=,403,false,false,19896,true,780,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,728,24,4,46,aria-allowed-attr;color-contrast;heading-order;image-alt;landmark-unique;region,,true,1012,40,32,8,18,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,false,0,0,0,0,,QualWeb evaluation returned no report,16,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/ru/search?search_term=&amp;f%5B0%5D=type%3Anews,https://valitsus.ee/ru/search?search_term=&amp;f%5B0%5D=type%3Anews,403,false,false,18296,true,780,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,728,24,4,46,aria-allowed-attr;color-contrast;heading-order;image-alt;landmark-unique;region,,true,1012,40,32,8,18,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,false,0,0,0,0,,QualWeb evaluation returned no report,16,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/en,https://valitsus.ee/en,403,false,false,21996,true,887,35,22,43,https://alfa.siteimprove.com/rules/sia-r11;https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,803,17,2,45,aria-allowed-attr;heading-order;image-redundant-alt;landmark-unique;link-name;region,,true,2335,118,62,56,70,0,a_text_purpose;aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;element_tabbable_role_valid;element_tabbable_unobscured;img_alt_redundant;input_label_visible;label_name_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_block_heading;text_contrast_sufficient;widget_tabbable_exists,,true,65,27,26,1,0,0,distinguishable/color-contrast;keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;labels-and-names/label-content-mismatch;landmarks/landmark-unique;landmarks/region;navigable/heading-order;navigable/link-name;text-alternatives/image-redundant-alt,,true,458,10,97,2,QW-ACT-R12;QW-ACT-R25;QW-ACT-R30;QW-ACT-R76,,80,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/juurdepaasetavus,https://valitsus.ee/juurdepaasetavus,403,false,false,18379,true,852,26,3,47,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,546,4,2,45,aria-allowed-attr;heading-order;landmark-unique;region,,true,1091,71,43,28,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,true,80,12,12,0,0,0,distinguishable/link-in-text-block;keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,true,393,4,62,2,QW-ACT-R25;QW-ACT-R76,,37,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/otsing?filters[keyword]=Istungi+p%C3%A4evakord&amp;sort=created&amp;page=1,https://valitsus.ee/otsing?filters[keyword]=Istungi+p%C3%A4evakord&amp;sort=created&amp;page=1,403,false,false,19604,true,797,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,720,24,3,46,aria-allowed-attr;color-contrast;heading-order;image-alt;landmark-unique;region,,true,1016,41,33,8,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,false,0,0,0,0,0,0,,"page.addScriptTag: Loading the image 'https://c.clarity.ms/c.gif' violates the following Content Security Policy directive: ""img-src 'self' data: https://www.google-analytics.com *.openstreetmap.org https://i.ytimg.com https://pbs.twimg.com https://www.valitsus.ee https://valitsus.ee https://region1.analytics.google.com https://cdn.jsdelivr.net https://www.google.ee https://www.googletagmanager.com *.fbcdn.net *.cdninstagram.com https://inaadress.maaamet.ee https://unpkg.com *.maaamet.ee *.cloudflare.com"". The action has been blocked.",false,0,0,0,0,,QualWeb evaluation returned no report,16,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/otsing?filters[type]=Artikkel&amp;filters[keyword]=eelinfo&amp;sort=created&amp;page=1,https://valitsus.ee/otsing?filters[type]=Artikkel&amp;filters[keyword]=eelinfo&amp;sort=created&amp;page=1,403,false,false,19016,true,797,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,701,14,3,46,aria-allowed-attr;color-contrast;heading-order;landmark-unique;region,,true,1017,41,33,8,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,true,548,8,120,2,QW-ACT-R25;QW-ACT-R76,,22,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/otsing?filters[type]=Uudis&amp;sort=created&amp;page=1,https://valitsus.ee/otsing?filters[type]=Uudis&amp;sort=created&amp;page=1,403,false,false,18372,true,797,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,764,24,3,46,aria-allowed-attr;color-contrast;heading-order;image-alt;landmark-unique;region,,true,1017,41,33,8,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,true,581,18,143,2,QW-ACT-R17;QW-ACT-R25;QW-ACT-R76,,31,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/otsing?filters%5Btype%5D=Artikkel&amp;filters%5Bkeyword%5D=eelinfo&amp;sort=created&amp;page=1,https://valitsus.ee/otsing?filters%5Btype%5D=Artikkel&amp;filters%5Bkeyword%5D=eelinfo&amp;sort=created&amp;page=1,403,false,false,18124,true,797,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,701,14,3,46,aria-allowed-attr;color-contrast;heading-order;landmark-unique;region,,true,1017,41,33,8,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,false,0,0,0,0,,QualWeb evaluation returned no report,16,,Attention Required! | Cloudflare
77,Estonia valitsus.ee,https://valitsus.ee/otsing?filters%5Btype%5D=S%C3%BCndmus&amp;filters%5Bkeyword%5D=Kristen%20Michal%2Cvisiit&amp;sort=created&amp;page=1,https://valitsus.ee/otsing?filters%5Btype%5D=S%C3%BCndmus&amp;filters%5Bkeyword%5D=Kristen%20Michal%2Cvisiit&amp;sort=created&amp;page=1,403,false,false,18959,true,797,26,3,49,https://alfa.siteimprove.com/rules/sia-r111;https://alfa.siteimprove.com/rules/sia-r18;https://alfa.siteimprove.com/rules/sia-r3;https://alfa.siteimprove.com/rules/sia-r53;https://alfa.siteimprove.com/rules/sia-r56;https://alfa.siteimprove.com/rules/sia-r57;https://alfa.siteimprove.com/rules/sia-r66;https://alfa.siteimprove.com/rules/sia-r87,,true,713,17,3,46,aria-allowed-attr;color-contrast;heading-order;image-alt;landmark-unique;region,,true,1017,41,33,8,17,0,aria_attribute_valid;aria_content_in_landmark;aria_id_unique;aria_landmark_name_unique;aria_navigation_label_unique;aria_role_redundant;element_tabbable_role_valid;element_tabbable_unobscured;element_tabbable_visible;input_label_visible;style_color_misuse;style_focus_visible;style_highcontrast_visible;svg_graphics_labelled;text_contrast_sufficient,,true,84,8,8,0,0,0,keyboard-accessible/focus-order;labels-and-names/duplicate-id-aria;landmarks/landmark-unique;landmarks/region;navigable/heading-order,,false,0,0,0,0,,QualWeb evaluation returned no report,16,,Attention Required! | Cloudflare
